Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Aguascalientes (agsc), Aguascalientes
Lat 21.9157 N, Lon 102.319 W, Alt 1868 masl
Time UTC-6h
Meteorological data
 
TIMESTAMP,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg
2022-06-01 01:37:00,18.55,52.69,0.772,0.87,34.49,4.922,0.0,814.538,-1.602
2022-06-01 01:38:00,18.52,52.94,0.982,1.33,4.505,19.83,0.0,814.605,-0.961
2022-06-01 01:39:00,18.48,52.71,1.265,1.4,355.8,3.625,0.0,814.598,-2.106
2022-06-01 01:40:00,18.52,52.65,1.325,1.7,357.6,7.17,0.0,814.619,-2.289
2022-06-01 01:41:00,18.61,52.24,1.735,1.88,348.0,4.202,0.0,814.598,-2.792
2022-06-01 01:42:00,18.71,51.84,1.38,1.63,352.7,5.085,0.0,814.639,-2.838
2022-06-01 01:43:00,18.75,51.84,0.888,1.48,342.0,8.77,0.0,814.632,-2.197
2022-06-01 01:44:00,18.72,52.04,0.328,0.57,314.2,25.32,0.0,814.632,-1.007
2022-06-01 01:45:00,18.61,52.46,0.318,0.49,266.4,23.4,0.0,814.72,-0.275
2022-06-01 01:46:00,18.53,52.5,0.355,0.62,285.8,60.33,0.0,814.706,-0.504
2022-06-01 01:47:00,18.51,52.54,0.702,0.87,253.8,11.99,0.0,814.7,-0.687
2022-06-01 01:48:00,18.5,52.72,1.038,1.09,222.8,7.722,0.0,814.747,-0.824
2022-06-01 01:49:00,18.46,53.77,1.108,1.25,257.3,13.83,0.0,814.726,-1.053
2022-06-01 01:50:00,18.38,53.76,1.773,2.11,286.2,2.91,0.0,814.7,-1.648
2022-06-01 01:51:00,18.25,54.57,1.982,2.27,233.4,16.84,0.0,814.78,-1.419
2022-06-01 01:52:00,18.13,54.85,1.633,2.01,218.2,3.387,0.0,814.74,-0.732
2022-06-01 01:53:00,18.05,54.55,1.155,1.42,228.1,9.73,0.0,814.72,-0.824
2022-06-01 01:54:00,18.03,54.4,0.765,1.06,202.9,13.05,0.0,814.787,-0.824
2022-06-01 01:55:00,18.06,54.54,0.52,0.69,117.8,18.76,0.0,814.679,-0.458
2022-06-01 01:56:00,18.02,55.08,0.52,0.71,55.26,14.51,0.0,814.713,-0.458
2022-06-01 01:57:00,18.0,54.76,1.005,1.11,25.73,15.16,0.0,814.74,-0.824
2022-06-01 01:58:00,18.03,54.61,1.35,1.51,40.83,4.739,0.0,814.67,-1.282
2022-06-01 01:59:00,18.14,54.61,1.448,1.61,57.0,4.123,0.0,814.698,-1.419
2022-06-01 02:00:00,18.14,54.29,1.248,1.38,62.87,9.99,0.0,814.616,-1.831
2022-06-01 02:01:00,18.22,54.16,1.095,1.14,75.99,4.997,0.0,814.662,-1.602
2022-06-01 02:02:00,18.19,53.92,1.048,1.26,85.0,2.886,0.0,814.675,-1.877
2022-06-01 02:03:00,18.24,53.92,1.077,1.19,99.7,6.367,0.0,814.634,-2.151
2022-06-01 02:04:00,18.18,53.84,1.09,1.22,114.5,6.13,0.0,814.681,-2.426
2022-06-01 02:05:00,18.25,53.94,1.187,1.39,120.3,4.421,0.0,814.641,-2.563
2022-06-01 02:06:00,18.27,54.11,1.028,1.16,124.8,2.544,0.0,814.651,-2.884
2022-06-01 02:07:00,18.35,54.08,1.045,1.14,124.0,4.082,0.0,814.695,-2.518
2022-06-01 02:08:00,18.48,53.67,0.93,1.01,113.8,3.715,0.0,814.67,-2.472
2022-06-01 02:09:00,18.54,53.43,1.092,1.21,116.8,3.624,0.0,814.68,-2.472
2022-06-01 02:10:00,18.53,53.22,0.985,1.17,113.7,11.89,0.0,814.684,-2.38
2022-06-01 02:11:00,18.62,52.87,0.875,0.92,112.3,6.745,0.0,814.629,-1.922
2022-06-01 02:12:00,18.67,52.51,0.925,1.05,115.9,8.12,0.0,814.647,-1.922
2022-06-01 02:13:00,18.8,52.48,0.757,0.88,114.7,8.61,0.0,814.666,-1.785
2022-06-01 02:14:00,18.74,53.34,0.985,1.22,104.8,6.252,0.0,814.631,-1.373
2022-06-01 02:15:00,18.64,53.03,1.177,1.33,102.2,3.531,0.0,814.68,-1.739
2022-06-01 02:16:00,18.66,53.05,1.282,1.41,102.5,2.872,0.0,814.716,-1.968
2022-06-01 02:17:00,18.74,53.2,1.155,1.56,99.9,6.786,0.0,814.62,-1.968
2022-06-01 02:18:00,18.73,54.04,1.08,1.41,87.8,5.782,0.0,814.596,-1.785
2022-06-01 02:19:00,18.67,54.47,1.368,2.21,116.5,20.87,0.0,814.609,-1.465
2022-06-01 02:20:00,18.55,54.45,1.307,2.18,111.2,7.558,0.0,814.574,-2.289
2022-06-01 02:21:00,18.45,55.4,1.145,2.14,108.4,23.56,0.0,814.604,-1.373
2022-06-01 02:22:00,18.3,55.38,1.117,1.4,126.9,21.19,0.0,814.64,-1.511
2022-06-01 02:23:00,18.3,55.25,1.568,1.73,129.0,4.931,0.0,814.602,-1.465
2022-06-01 02:24:00,18.31,54.21,1.553,1.74,128.8,3.131,0.0,814.622,-1.694
2022-06-01 02:25:00,18.41,53.87,1.972,2.15,130.2,3.933,0.0,814.586,-1.831
2022-06-01 02:26:00,18.48,53.76,2.258,2.59,134.8,4.669,0.0,814.523,-2.609
2022-06-01 02:27:00,18.5,54.27,1.742,2.3,123.2,5.044,0.0,814.683,-3.113
2022-06-01 02:28:00,18.62,54.36,1.427,1.64,131.8,5.87,0.0,814.648,-2.289
2022-06-01 02:29:00,18.7,54.4,1.773,2.41,127.2,5.078,0.0,814.626,-2.197
2022-06-01 02:30:00,18.85,54.44,1.695,2.44,116.5,9.8,0.0,814.589,-2.518
2022-06-01 02:31:00,18.97,54.02,1.852,2.42,88.2,9.4,0.0,814.631,-2.106
2022-06-01 02:32:00,19.01,54.74,1.757,2.33,100.2,7.69,0.0,814.592,-1.968
2022-06-01 02:33:00,19.1,55.12,1.758,2.15,101.0,11.25,0.0,814.596,-1.922
2022-06-01 02:34:00,19.17,55.17,1.908,2.07,98.8,8.85,0.0,814.592,-1.922
2022-06-01 02:35:00,19.24,55.09,2.51,3.27,85.8,11.63,0.0,814.637,-2.106
2022-06-01 02:36:00,19.36,55.25,2.442,2.86,78.84,11.4,0.0,814.593,-2.609
2022-06-01 02:37:00,19.43,55.1,2.295,2.94,77.67,7.364,0.0,814.677,-2.518
2022-06-01 02:38:00,19.51,55.31,2.235,2.8,79.65,16.88,0.0,814.714,-2.151
2022-06-01 02:39:00,19.51,55.46,2.372,2.7,73.48,10.69,0.0,814.652,-2.289
2022-06-01 02:40:00,19.52,55.67,2.67,3.23,80.7,7.802,0.0,814.751,-2.609
2022-06-01 02:41:00,19.61,55.66,3.315,4.56,65.66,11.65,0.0,814.668,-2.792
2022-06-01 02:42:00,19.66,55.52,3.607,4.22,79.83,5.398,0.0,814.631,-2.975
2022-06-01 02:43:00,19.69,55.19,3.018,3.58,75.55,9.12,0.0,814.633,-2.701
2022-06-01 02:44:00,19.72,55.23,2.908,3.63,67.17,6.255,0.0,814.62,-1.877
2022-06-01 02:45:00,19.72,55.39,2.35,2.89,93.8,19.5,0.0,814.611,-1.511
2022-06-01 02:46:00,19.66,55.91,3.835,4.2,85.7,7.226,0.0,814.609,-1.831
2022-06-01 02:47:00,19.65,56.26,3.655,4.33,92.5,10.23,0.0,814.623,-1.785
2022-06-01 02:48:00,19.63,56.46,3.567,4.67,94.0,7.277,0.0,814.531,-1.556
2022-06-01 02:49:00,19.61,56.69,2.993,3.57,76.52,13.45,0.0,814.574,-1.419
2022-06-01 02:50:00,19.61,56.73,2.862,3.86,72.94,16.56,0.0,814.515,-1.282
2022-06-01 02:51:00,19.58,56.9,2.447,3.49,80.9,11.38,0.0,814.577,-0.961
2022-06-01 02:52:00,19.59,57.05,2.878,3.59,80.0,9.99,0.0,814.624,-1.236
2022-06-01 02:53:00,19.56,57.14,1.422,2.22,88.3,8.38,0.0,814.587,-0.778
2022-06-01 02:54:00,19.52,57.32,3.335,4.31,95.0,10.26,0.0,814.645,-0.778
2022-06-01 02:55:00,19.51,57.54,3.675,3.97,73.16,10.73,0.0,814.529,-1.373
2022-06-01 02:56:00,19.51,57.53,2.8,3.25,87.2,13.35,0.0,814.569,-1.373
2022-06-01 02:57:00,19.51,57.48,2.085,2.99,97.2,7.058,0.0,814.598,-0.824
2022-06-01 02:58:00,19.48,57.66,2.908,3.65,79.99,21.03,0.0,814.596,-0.778
2022-06-01 02:59:00,19.43,57.87,1.625,2.09,82.9,22.79,0.0,814.678,-0.458
2022-06-01 03:00:00,19.4,58.07,2.117,2.9,111.3,12.73,0.0,814.699,-0.366
2022-06-01 03:01:00,19.33,58.21,1.98,3.02,102.1,12.3,0.0,814.643,-0.366
2022-06-01 03:02:00,19.31,58.46,1.713,2.32,117.3,7.062,0.0,814.695,-0.275
2022-06-01 03:03:00,19.27,58.69,1.953,2.44,82.9,13.69,0.0,814.707,-0.275
2022-06-01 03:04:00,19.23,58.75,2.138,2.64,89.4,13.26,0.0,814.566,-0.458
2022-06-01 03:05:00,19.21,58.89,2.217,2.64,70.89,10.93,0.0,814.663,-0.732
2022-06-01 03:06:00,19.17,58.83,2.363,2.73,74.5,6.264,0.0,814.641,-0.824
2022-06-01 03:07:00,19.16,58.77,2.033,2.58,65.57,16.78,0.0,814.555,-0.915
2022-06-01 03:08:00,19.18,58.7,1.615,2.01,70.02,14.15,0.0,814.536,-0.824
2022-06-01 03:09:00,19.16,58.66,2.09,2.42,49.67,4.678,0.0,814.527,-0.824
2022-06-01 03:10:00,19.17,58.68,1.642,2.14,63.3,7.918,0.0,814.55,-0.687
2022-06-01 03:11:00,19.14,58.73,1.313,1.66,46.33,9.95,0.0,814.559,-0.32
2022-06-01 03:12:00,19.16,58.87,1.27,1.58,35.66,5.435,0.0,814.472,-0.275
2022-06-01 03:13:00,19.1,58.99,1.615,2.2,40.5,6.074,0.0,814.483,-0.504
2022-06-01 03:14:00,19.08,59.0,1.512,1.72,34.36,11.71,0.0,814.501,-0.549
2022-06-01 03:15:00,19.07,59.04,1.555,2.13,38.9,17.21,0.0,814.395,-0.549
2022-06-01 03:16:00,19.05,59.03,1.778,2.15,55.98,10.53,0.0,814.512,-0.732
2022-06-01 03:17:00,19.04,59.13,2.08,2.61,55.67,4.955,0.0,814.552,-0.961
2022-06-01 03:18:00,19.06,59.12,2.155,2.6,60.17,10.67,0.0,814.421,-1.373
2022-06-01 03:19:00,19.03,58.78,1.528,1.9,42.49,6.825,0.0,814.509,-0.915
2022-06-01 03:20:00,19.03,58.72,1.563,1.83,44.66,7.037,0.0,814.564,-0.732
2022-06-01 03:21:00,19.02,58.8,1.567,1.99,29.68,10.35,0.0,814.565,-0.32
2022-06-01 03:22:00,18.93,58.79,1.728,1.94,39.8,7.345,0.0,814.613,-0.366
2022-06-01 03:23:00,18.89,58.81,1.828,2.11,41.5,4.31,0.0,814.578,-0.504
2022-06-01 03:24:00,18.83,58.91,1.452,1.66,43.51,8.59,0.0,814.555,-0.366
2022-06-01 03:25:00,18.75,59.15,1.225,1.4,37.95,13.98,0.0,814.55,-0.275
2022-06-01 03:26:00,18.69,59.36,1.522,2.15,47.22,12.72,0.0,814.56,-0.275
2022-06-01 03:27:00,18.59,59.56,1.502,2.07,45.14,8.91,0.0,814.538,-0.275
2022-06-01 03:28:00,18.56,59.74,1.687,2.12,42.18,9.21,0.0,814.543,-0.549
2022-06-01 03:29:00,18.52,59.88,1.592,1.85,45.33,12.62,0.0,814.494,-0.504
2022-06-01 03:30:00,18.48,60.04,1.947,2.38,38.84,4.913,0.0,814.438,-0.595
2022-06-01 03:31:00,18.5,60.22,2.057,2.23,41.48,6.646,0.0,814.494,-0.778
2022-06-01 03:32:00,18.48,60.3,1.658,2.04,17.99,6.831,0.0,814.488,-0.824
2022-06-01 03:33:00,18.48,60.33,1.9,2.34,19.49,5.85,0.0,814.446,-0.778
2022-06-01 03:34:00,18.44,60.47,1.987,2.3,21.33,7.427,0.0,814.429,-0.595
2022-06-01 03:35:00,18.37,60.66,2.527,2.96,24.08,12.02,0.0,814.401,-0.824
2022-06-01 03:36:00,18.37,60.78,1.857,2.34,17.5,7.041,0.0,814.433,-0.778
2022-06-01 03:37:00,18.33,60.96,1.968,2.5,18.03,9.91,0.0,814.404,-0.504
2022-06-01 03:38:00,18.29,61.16,1.892,2.41,14.17,8.09,0.0,814.446,-0.687
2022-06-01 03:39:00,18.23,61.47,1.443,2.07,7.835,24.31,0.0,814.475,-0.458
2022-06-01 03:40:00,18.2,61.59,1.353,1.88,356.6,16.59,0.0,814.436,-0.275
2022-06-01 03:41:00,18.12,59.99,1.702,2.21,345.8,13.45,0.0,814.464,-0.183
2022-06-01 03:42:00,18.05,59.57,1.843,2.19,3.243,11.73,0.0,814.512,-0.275
2022-06-01 03:43:00,17.96,59.21,1.492,1.98,15.12,8.8,0.0,814.459,-0.275
2022-06-01 03:44:00,17.91,59.8,1.357,1.71,25.48,11.51,0.0,814.486,-0.137
2022-06-01 03:45:00,17.84,60.24,1.65,2.3,10.66,9.5,0.0,814.516,-0.275
2022-06-01 03:46:00,17.79,59.37,1.703,2.06,4.134,8.42,0.0,814.578,-0.275
2022-06-01 03:47:00,17.73,59.35,1.603,1.91,3.182,8.43,0.0,814.502,-0.275
2022-06-01 03:48:00,17.74,58.81,1.653,1.81,354.5,4.112,0.0,814.547,-0.275
2022-06-01 03:49:00,17.66,58.83,1.612,1.94,351.0,7.823,0.0,814.529,-0.275
2022-06-01 03:50:00,17.64,58.63,1.638,2.06,0.795,12.5,0.0,814.517,-0.32
2022-06-01 03:51:00,17.62,58.35,1.745,1.96,351.3,5.761,0.0,814.547,-0.275
2022-06-01 03:52:00,17.6,58.09,1.758,2.28,346.0,8.34,0.0,814.55,-0.275
2022-06-01 03:53:00,17.57,57.32,1.533,2.01,348.9,18.91,0.0,814.606,-0.275
2022-06-01 03:54:00,17.49,57.57,2.025,2.99,357.0,9.61,0.0,814.542,-0.275
2022-06-01 03:55:00,17.4,57.39,2.15,2.62,351.8,5.814,0.0,814.596,-0.458
2022-06-01 03:56:00,17.38,57.82,2.475,2.99,354.4,13.42,0.0,814.571,-0.275
2022-06-01 03:57:00,17.29,58.04,2.798,3.35,352.0,5.565,0.0,814.563,-0.504
2022-06-01 03:58:00,17.28,58.29,2.008,2.42,354.6,12.37,0.0,814.526,-0.412
2022-06-01 03:59:00,17.24,58.65,2.308,3.07,357.3,13.66,0.0,814.582,-0.275
2022-06-01 04:00:00,17.23,58.96,2.743,3.29,359.0,4.653,0.0,814.565,-0.778
2022-06-01 04:01:00,17.16,59.08,2.07,2.48,8.17,7.816,0.0,814.565,-0.961
2022-06-01 04:02:00,17.16,59.14,1.935,2.52,6.348,7.93,0.0,814.587,-0.732
2022-06-01 04:03:00,17.17,59.16,1.552,2.09,1.513,7.566,0.0,814.567,-0.778
2022-06-01 04:04:00,17.17,59.24,1.845,2.4,12.34,7.953,0.0,814.573,-0.687
2022-06-01 04:05:00,17.17,59.38,1.465,1.63,27.85,11.94,0.0,814.529,-0.595
2022-06-01 04:06:00,17.16,59.45,1.352,1.63,21.83,6.413,0.0,814.553,-0.412
2022-06-01 04:07:00,17.16,59.59,1.437,1.74,10.11,12.12,0.0,814.574,-0.275
2022-06-01 04:08:00,17.15,59.74,1.32,1.81,21.33,10.52,0.0,814.488,-0.275
2022-06-01 04:09:00,17.13,59.88,1.465,1.69,13.35,15.06,0.0,814.557,-0.595
2022-06-01 04:10:00,17.08,60.01,1.887,2.07,9.85,6.834,0.0,814.479,-0.687
2022-06-01 04:11:00,17.07,60.12,1.955,2.22,10.33,2.867,0.0,814.48,-0.824
2022-06-01 04:12:00,17.05,60.27,1.615,1.81,16.99,7.481,0.0,814.487,-0.732
2022-06-01 04:13:00,17.03,60.36,1.795,2.24,10.5,2.929,0.0,814.592,-0.687
2022-06-01 04:14:00,17.0,60.5,1.86,2.3,1.835,5.639,0.0,814.493,-0.961
2022-06-01 04:15:00,17.0,60.53,1.443,1.79,5.799,11.01,0.0,814.508,-0.824
2022-06-01 04:16:00,17.0,60.55,1.423,1.67,358.2,8.13,0.0,814.549,-0.824
2022-06-01 04:17:00,16.98,60.58,1.512,1.68,356.5,6.318,0.0,814.505,-0.641
2022-06-01 04:18:00,16.98,60.51,1.403,1.69,0.993,8.54,0.0,814.557,-0.778
2022-06-01 04:19:00,16.98,60.56,1.312,1.49,2.437,14.85,0.0,814.564,-0.687
2022-06-01 04:20:00,16.9,60.79,1.478,1.67,10.34,7.364,0.0,814.566,-0.595
2022-06-01 04:21:00,16.89,61.0,1.638,1.76,7.347,5.902,0.0,814.642,-0.824
2022-06-01 04:22:00,16.86,61.3,1.58,1.78,15.0,7.091,0.0,814.572,-0.824
2022-06-01 04:23:00,16.8,61.51,1.573,1.91,14.83,3.531,0.0,814.586,-0.824
2022-06-01 04:24:00,16.78,61.64,1.662,2.11,18.33,3.59,0.0,814.655,-0.824
2022-06-01 04:25:00,16.75,61.83,1.543,1.85,21.0,3.697,0.0,814.556,-0.824
2022-06-01 04:26:00,16.82,61.88,1.597,1.72,19.33,1.886,0.0,814.625,-0.87
2022-06-01 04:27:00,16.8,61.87,1.662,1.78,17.33,4.713,0.0,814.677,-1.053
2022-06-01 04:28:00,16.75,61.86,1.52,1.61,10.17,3.337,0.0,814.581,-1.099
2022-06-01 04:29:00,16.77,62.01,1.422,1.57,12.49,5.851,0.0,814.677,-0.915
2022-06-01 04:30:00,16.81,62.25,1.477,1.63,1.644,7.986,0.0,814.669,-0.915
